Gene stable ID,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Strand,UniProtKB/Swiss-Prot ID
ENSG00000117481,46340177,46365152,1,1,Q96CB9
ENSG00000121931,110947185,110964079,1,-1,Q5T3J3
ENSG00000134207,114089291,114153919,1,-1,Q5T7P8
ENSG00000116774,113979391,114035572,1,1,Q9NRN5
ENSG00000116957,235367360,235448968,1,1,Q15813
ENSG00000253304,29119428,29123935,1,-1,Q69YZ2
ENSG00000142937,44775251,44778779,1,1,P62241
ENSG00000143469,209938174,210171389,1,1,Q8NB59
ENSG00000135750,233614004,233672512,1,1,O00180
ENSG00000126106,44635238,44674555,1,-1,Q6P2H8
ENSG00000159208,150282543,150287093,1,1,Q8N365
ENSG00000143603,154697455,154870280,1,-1,Q9UGI6
ENSG00000160710,154582062,154627999,1,-1,P55265
ENSG00000084070,40344850,40423326,1,1,Q8WU79
ENSG00000162456,46545644,46551527,1,-1,A6PVL3
ENSG00000204160,26826710,26857602,1,1,Q9NUE0
ENSG00000116852,200969390,201023700,1,-1,O75037
ENSG00000158286,6205475,6221299,1,1,Q6ZRF8
ENSG00000142961,46607715,46616891,1,-1,Q70IA8
ENSG00000118298,150257159,150265078,1,1,Q9ULX7
ENSG00000196266,159313670,159314659,1,-1,Q5JRS4
ENSG00000136636,215567392,215621807,1,1,Q9Y597
ENSG00000196505,117863485,117929630,1,-1,Q9NXN4
ENSG00000179639,159289714,159308224,1,1,P12319
ENSG00000163239,154502219,154548147,1,1,Q5VZ19
ENSG00000132702,156619294,156625725,1,1,Q9GZV7
ENSG00000174567,204198160,204214092,1,-1,Q6ZVE7
ENSG00000143839,204154819,204190324,1,-1,P00797
ENSG00000122218,160289273,160343400,1,-1,P53621
ENSG00000123684,211743457,211830772,1,-1,Q92604
ENSG00000254726,156072013,156081998,1,-1,A1L020
ENSG00000174842,92246402,92298987,1,-1,Q92990
ENSG00000162398,54806063,54842252,1,1,Q3ZCV2
ENSG00000133216,22710839,22921500,1,1,P29323
ENSG00000197429,45694324,45750650,1,-1,Q9Y573
ENSG00000162757,209779208,209784559,1,-1,Q96LT6
ENSG00000159592,45627304,45688113,1,-1,Q9HC44
ENSG00000116882,119368779,119394130,1,1,Q9NYQ3
ENSG00000143158,167916729,167937040,1,-1,O95563
ENSG00000137948,91949371,92014426,1,1,Q58F21
ENSG00000184270,149887524,149887916,1,-1,Q8IUE6
ENSG00000143199,167809388,167914215,1,-1,Q96PN6
ENSG00000184678,149884459,149886652,1,-1,Q16778
ENSG00000203852,149852619,149854274,1,1,Q71DI3
ENSG00000143772,226631690,226739323,1,-1,P27987
ENSG00000272196,149851061,149851624,1,1,Q6FI13
ENSG00000203812,149842188,149842736,1,-1,Q6FI13
ENSG00000169403,28147166,28193936,1,-1,P25105
ENSG00000164002,40508741,40516556,1,1,Q9H790
ENSG00000198570,211476522,211492917,1,-1,Q7Z3Z2
ENSG00000156171,111117333,111140216,1,-1,Q6UX65
ENSG00000143315,160027673,160031991,1,-1,Q9H3S5
ENSG00000000460,169662007,169854080,1,1,Q9NSG2
ENSG00000173406,56994778,58546734,1,-1,O75553
ENSG00000162407,56494747,56645301,1,-1,O14495
ENSG00000198765,114854803,114995370,1,1,Q15431
ENSG00000205116,1426128,1427787,1,1,A6NKF7
ENSG00000154429,229321005,229343294,1,-1,Q6IQ19
ENSG00000174514,205568885,205602918,1,1,Q8N468
ENSG00000117697,212726153,212791782,1,-1,Q96IY1
ENSG00000176083,26361634,26374522,1,-1,Q8IZ20
ENSG00000176092,26321859,26360052,1,-1,Q8N1P7
ENSG00000162624,75128434,75161533,1,1,Q68G74
ENSG00000174332,53506237,53738106,1,-1,Q8NBF1
ENSG00000196772,247814660,247824119,1,-1,Q8NHC5
ENSG00000163382,156591762,156594299,1,1,Q8NCW5
ENSG00000116791,74705482,74733408,1,-1,Q08257
ENSG00000143006,53459399,53467488,1,1,Q96MA1
ENSG00000116922,37681570,37692249,1,-1,Q9NX04
ENSG00000162813,220057482,220090462,1,-1,O95861
ENSG00000132676,155687960,155739010,1,1,P51398
ENSG00000169214,247711436,247716646,1,-1,Q8NGZ6
ENSG00000117000,40161373,40240921,1,1,Q13129
ENSG00000197437,247670812,247679739,1,-1,Q8NGZ3
ENSG00000265972,145992435,145996600,1,-1,Q9H3M7
ENSG00000158473,158179947,158184896,1,1,P15813
ENSG00000121957,108875350,108934545,1,1,P81274
ENSG00000163352,154993586,154994315,1,1,Q9Y5L5
ENSG00000162873,205336065,205357090,1,-1,Q8IYD2
ENSG00000162641,108815898,108858228,1,-1,Q5T1N1
ENSG00000177954,153990759,153992150,1,1,P42677
ENSG00000177535,247449118,247458105,1,-1,Q5JQS5
ENSG00000168509,146017468,146036746,1,-1,Q6ZVN8
ENSG00000163531,204828651,205022822,1,1,O94856
ENSG00000162849,245154985,245709431,1,1,Q2KJY2
ENSG00000116586,156054752,156058510,1,1,Q9Y2Q5
ENSG00000154222,52345723,52366193,1,-1,Q5T0F9
ENSG00000117410,43974487,43978295,1,1,Q99437
ENSG00000163263,154199372,154206333,1,-1,Q5VU69
ENSG00000178922,43451003,43453989,1,-1,Q5T013
ENSG00000183726,25337917,25362361,1,1,O95807
ENSG00000160685,155002630,155018522,1,1,O15156
ENSG00000142794,21440128,21485005,1,1,Q9H094
ENSG00000163545,205302059,205321791,1,-1,Q9H093
ENSG00000065600,212363931,212414901,1,-1,Q9H813
ENSG00000122188,203765176,203776233,1,1,Q8IWV1
ENSG00000162734,160205337,160215376,1,1,Q15121
ENSG00000196418,247121975,247172016,1,-1,Q15973
ENSG00000075945,169921326,170085208,1,-1,Q92845
ENSG00000196189,156147366,156177752,1,1,Q9H3S1
ENSG00000188404,169690667,169711698,1,-1,P14151
ENSG00000157131,56854806,56918221,1,1,P07357
ENSG00000197721,207645113,207738416,1,1,Q2VPA4
ENSG00000143297,157513377,157552520,1,-1,Q96RD9
ENSG00000163349,113929192,113977869,1,1,Q86Z02
ENSG00000157216,54225432,54413479,1,-1,Q9BWW4
ENSG00000163866,34712737,34859816,1,-1,Q96EX1
ENSG00000117595,209785623,209806175,1,-1,O14896
ENSG00000180667,207043849,207052980,1,-1,Q5VVQ6
ENSG00000159588,45620044,45624057,1,-1,Q96LX7
ENSG00000196878,209614870,209652466,1,-1,Q13751
ENSG00000135749,232983435,233295713,1,-1,A6NKB5
ENSG00000174371,241847967,241895148,1,1,Q9UQ84
ENSG00000163395,201190825,201228952,1,1,Q86VF2
ENSG00000162897,206957965,206970625,1,-1,Q8WWV6
ENSG00000116711,186828953,186988981,1,1,P47712
ENSG00000187815,40477215,40496343,1,1,Q49AA0
ENSG00000142798,21822245,21937297,1,-1,P98160
ENSG00000171603,9729026,9824526,1,-1,O94985
ENSG00000118197,200623896,200669969,1,-1,Q5T1V6
ENSG00000143575,154272511,154275875,1,1,O00165
ENSG00000116815,116514535,116571039,1,-1,P19256
ENSG00000154380,225486835,225653142,1,-1,Q8N8S7
ENSG00000162676,92474762,92486876,1,-1,Q99684
ENSG00000198492,28736621,28769775,1,1,Q9Y5A9
ENSG00000054267,235131634,235328219,1,-1,Q4LE39
ENSG00000117477,169394870,169460669,1,-1,Q5TID7
ENSG00000123838,207104262,207144972,1,1,P04003
ENSG00000173728,244352635,244389663,1,1,Q5SVJ3
ENSG00000035687,244408494,244452134,1,-1,P30520
ENSG00000213064,168225938,168253025,1,1,O95562
ENSG00000027869,156806243,156816862,1,-1,Q9NP31
ENSG00000143590,155078872,155087538,1,1,P52797
ENSG00000066136,40691648,40771603,1,1,Q13952
ENSG00000196482,216503246,217137755,1,-1,P62508
ENSG00000162889,206684944,206734283,1,1,P49137
ENSG00000181036,159800511,159816251,1,1,Q6DN72
ENSG00000162909,223701593,223776018,1,1,P17655
ENSG00000266094,206507530,206589448,1,1,Q8WWW0
ENSG00000169291,154469772,154502113,1,-1,Q5VZ18
ENSG00000090686,21678298,21783606,1,-1,Q86UV5
ENSG00000134253,117111060,117122587,1,-1,Q9H8W5
ENSG00000203710,207496147,207640647,1,1,P17927
ENSG00000117408,43946939,43968022,1,1,O94829
ENSG00000122484,92298965,92402056,1,1,Q8IXW5
ENSG00000188739,235131183,235161457,1,-1,P42696
ENSG00000143093,110031577,110074641,1,1,Q5VSL9
ENSG00000156150,110059994,110070700,1,-1,O95076
ENSG00000143702,243124428,243255348,1,-1,Q5SW79
ENSG00000173372,22636506,22639608,1,1,P02745
ENSG00000159596,45687214,45694443,1,1,Q5SWH9
ENSG00000173080,155941710,155942949,1,1,Q8TDU9
ENSG00000081277,201283452,201332993,1,1,Q13835
ENSG00000130770,28236109,28246906,1,1,Q9UII2
ENSG00000173641,16014028,16019594,1,-1,Q9UBY9
ENSG00000168528,31409565,31434680,1,1,Q96SA4
ENSG00000143768,225936598,225941489,1,-1,O00292
ENSG00000047410,186311652,186375693,1,-1,P12270
ENSG00000077152,202331657,202341980,1,-1,Q9NPD8
ENSG00000196188,206009264,206023909,1,-1,P14091
ENSG00000178828,19814029,19815278,1,-1,Q9NXI6
ENSG00000162733,162631373,162787400,1,1,Q16832
ENSG00000117676,26529761,26575030,1,1,Q15418
ENSG00000162520,32680360,32703596,1,-1,Q9H7C4
ENSG00000198574,162395266,162412138,1,-1,O14796
ENSG00000162745,161983192,162023854,1,-1,Q68BL8
ENSG00000173436,19596977,19629821,1,1,Q5TGZ0
ENSG00000116678,65420652,65641559,1,1,P48357
ENSG00000173110,161524540,161526910,1,1,P17066
ENSG00000143340,179743163,179816198,1,1,Q96GL9
ENSG00000143226,161505430,161524013,1,1,P12318
ENSG00000143632,229431245,229434098,1,-1,P68133
ENSG00000176393,201982372,202006147,1,1,Q9H4A4
ENSG00000163435,202007945,202017188,1,1,P78545
ENSG00000135842,184790724,184974550,1,-1,Q9BZQ8
ENSG00000143376,151612065,151699091,1,1,Q96L92
ENSG00000123689,209675420,209676388,1,1,P27469
ENSG00000143353,219173844,219212865,1,1,Q5VWZ2
ENSG00000134242,113813811,113871759,1,-1,Q9Y2R2
ENSG00000162814,217631324,217871696,1,1,Q96L03
ENSG00000143319,156721891,156728799,1,-1,Q9H9L3
ENSG00000243284,159854316,159862657,1,-1,Q5VU13
ENSG00000160094,33256545,33300719,1,1,Q5T0B9
ENSG00000158161,27970344,28088696,1,-1,Q99504
ENSG00000155761,117953861,118185223,1,-1,Q6Q759
ENSG00000203985,54007299,54018186,1,-1,Q5T700
ENSG00000143436,151759643,151763564,1,-1,Q9BYD2
ENSG00000143374,150487364,150507609,1,1,Q9BW92
ENSG00000189433,34759741,34763724,1,1,Q9NTQ9
ENSG00000117597,209828007,209857565,1,1,Q68CQ4
ENSG00000143776,226989865,227318474,1,-1,Q5VT25
ENSG00000180287,242082986,242524696,1,-1,Q8N7P1
ENSG00000163344,154924734,154936991,1,-1,Q15126
ENSG00000162670,190097662,190478404,1,-1,Q76B58
ENSG00000130766,28259527,28282491,1,1,P58004
ENSG00000184260,149886975,149887364,1,1,Q16777
ENSG00000136634,206767602,206772494,1,-1,P22301
ENSG00000132693,159712289,159714589,1,-1,P02741
ENSG00000196184,159437845,159443078,1,1,P30954
ENSG00000183508,117605934,117628372,1,1,Q5VWP2
ENSG00000187010,25272393,25330445,1,1,Q02161
ENSG00000116199,179025804,179076562,1,1,O75063
ENSG00000066322,43363397,43368074,1,-1,Q9BW60
ENSG00000188157,1020123,1056118,1,1,O00468
ENSG00000177888,197153680,197200542,1,-1,Q5SVQ8
ENSG00000163879,37556919,37566857,1,1,O14645
ENSG00000163877,37534449,37554344,1,-1,Q8TAD8
ENSG00000186364,145845629,145848953,1,1,P0C025
ENSG00000117400,43337849,43352772,1,1,P40238
ENSG00000185278,173868082,173903549,1,1,Q5TC79
ENSG00000162496,12567910,12617731,1,-1,O75911
ENSG00000116285,8004404,8026308,1,-1,Q9UJM3
ENSG00000178821,1917590,1919273,1,-1,Q8NDY8
ENSG00000007341,112523518,112620825,1,-1,Q8TDW4
ENSG00000137996,100266207,100292769,1,1,O00442
ENSG00000143222,161152776,161158856,1,1,Q9Y3C8
ENSG00000143630,155277583,155289848,1,1,Q9P1Z3
ENSG00000198837,153929501,153946696,1,-1,O75064
ENSG00000263956,148102046,148152322,1,-1,Q86T75
ENSG00000198890,107056679,107059294,1,1,Q96LA8
ENSG00000143614,153789030,153923360,1,-1,Q8WXI9
ENSG00000069812,6412418,6424670,1,-1,Q9Y543
ENSG00000180198,28505943,28539300,1,1,P18754
ENSG00000123472,46632737,46673867,1,-1,Q5TC12
ENSG00000142789,22001656,22012539,1,1,P09093
ENSG00000054277,241590102,241677376,1,-1,Q9H1Y3
ENSG00000134686,33323623,33431052,1,-1,Q8IXK0
ENSG00000132688,156668763,156677397,1,-1,P48681
ENSG00000182183,52633344,52669683,1,1,Q6UWV7
ENSG00000157181,186375838,186421378,1,1,Q5SWX8
ENSG00000082482,215005775,215237093,1,1,O95069
ENSG00000263528,206470476,206496889,1,1,Q14164
ENSG00000198734,169514166,169586588,1,-1,P12259
ENSG00000182134,151770107,151791416,1,-1,Q9Y2W6
ENSG00000132694,156934840,157045370,1,-1,O15085
ENSG00000157211,54132968,54153770,1,-1,Q5VXM1
ENSG00000162399,54998933,55010883,1,1,Q8WZ55
ENSG00000187017,6424788,6461370,1,1,B1AK53
ENSG00000159189,22643630,22648110,1,1,P02747
ENSG00000143622,155897808,155911404,1,-1,Q92963
ENSG00000118655,113905141,113914086,1,1,Q9H816
ENSG00000054282,243256034,243500092,1,1,Q86SQ7
ENSG00000092978,217426992,217631082,1,-1,Q9NW75
ENSG00000116857,201134772,201171574,1,-1,Q9P0T7
ENSG00000008118,209583717,209613938,1,1,Q96NX5
ENSG00000213366,109668022,109709551,1,1,P28161
ENSG00000084636,31652247,31704319,1,-1,Q07092
ENSG00000067208,92508696,92792404,1,-1,O60447
ENSG00000143761,228082660,228099212,1,1,P84077
ENSG00000054392,210328252,210676296,1,1,Q5VTY9
ENSG00000196352,207321508,207386804,1,1,P08174
ENSG00000178796,151710433,151729805,1,1,A6NNX1
ENSG00000189280,34755047,34758512,1,1,O95377
ENSG00000183780,233904933,234324516,1,1,Q8IY50
ENSG00000179397,244454377,244641177,1,1,Q5SY80
ENSG00000184371,109910242,109930992,1,1,P09603
ENSG00000143196,168695459,168729264,1,-1,Q07507
ENSG00000143147,168079543,168137667,1,-1,Q8N6U8
ENSG00000143368,149923317,149928344,1,-1,Q15427
ENSG00000116874,119031216,119140671,1,-1,Q9UGM6
ENSG00000073756,186671791,186680427,1,-1,P35354
ENSG00000069702,91680343,91906335,1,-1,Q03167
ENSG00000162390,54542257,54639192,1,1,Q8WXI4
ENSG00000042781,215622894,216423396,1,-1,O75445
ENSG00000180875,240489573,240612149,1,-1,Q9H772
ENSG00000123836,207034366,207081024,1,1,O60825
ENSG00000159346,202940823,202958572,1,-1,Q96A54
ENSG00000188761,113878168,113887547,1,-1,Q5TBC7
ENSG00000092607,118883046,118989556,1,-1,Q96SF7
ENSG00000118473,66533383,66748299,1,1,Q9BQI5
ENSG00000117362,150265399,150269580,1,-1,Q96BI3
ENSG00000183888,16004236,16008807,1,1,Q8NEQ6
ENSG00000143324,180632004,180890251,1,1,Q9UBH6
ENSG00000159214,43991359,43996528,1,1,Q8N4L8
ENSG00000116906,231241207,231277973,1,1,O15228
ENSG00000198799,113073209,113132260,1,1,O94898
ENSG00000186063,222668013,222713210,1,-1,Q96BJ3
ENSG00000174021,84498325,84506565,1,-1,P63218
ENSG00000132196,162790702,162812817,1,1,P56937
ENSG00000119280,230837119,230869589,1,-1,Q9H425
ENSG00000142583,9035107,9088478,1,-1,P22732
ENSG00000227868,23010834,23015850,1,-1,H3BTG2
ENSG00000143740,227728539,227781231,1,1,Q5SQN1
ENSG00000152904,235327350,235344532,1,1,O95749
ENSG00000188060,28592200,28595443,1,1,Q8N4Z0
ENSG00000176256,33860475,33864791,1,1,Q8WW32
ENSG00000213085,159872364,159900163,1,-1,Q9UL16
ENSG00000178028,44213455,44220681,1,1,Q9NPF5
ENSG00000160087,1253909,1273885,1,-1,Q8N2K1
ENSG00000178395,223393417,223395470,1,1,Q8N715
ENSG00000010072,231337104,231355023,1,1,Q9H040
ENSG00000143228,163266576,163355764,1,1,Q9BZD4
ENSG00000162460,15742422,15747982,1,1,A0PJX8
ENSG00000188784,19920009,19923617,1,-1,Q9NZK7
ENSG00000163563,158831317,158849506,1,1,P41218
ENSG00000180433,158754720,158755891,1,1,Q8NGW6
ENSG00000143499,214281102,214337131,1,1,Q9NRG4
ENSG00000162542,19682213,19799945,1,-1,Q5TGY1
ENSG00000154007,75918873,75932431,1,-1,Q8WXJ9
ENSG00000215915,1449689,1470158,1,1,Q5T2N8
ENSG00000248485,161258727,161285450,1,1,A6NKN8
ENSG00000196449,37802944,37808185,1,-1,Q86U90
ENSG00000157916,2391775,2405444,1,1,O15258
ENSG00000143355,197911902,197935478,1,1,Q9NQ69
ENSG00000188558,248508073,248527337,1,1,Q5TZ20
ENSG00000158062,26281328,26318363,1,-1,Q5T124
ENSG00000215717,109089803,109096934,1,1,Q9NRX6
ENSG00000142867,85266248,85277090,1,-1,O95999
ENSG00000120341,177923956,177984303,1,-1,Q96JE7
ENSG00000253313,43281883,43285617,1,-1,Q8IVY1
ENSG00000158156,27959462,27968096,1,1,Q9H6D3
ENSG00000024526,68474152,68497221,1,-1,Q5TB30
ENSG00000171824,11066618,11099881,1,-1,Q01780
ENSG00000134245,112466541,112530165,1,1,Q93097
ENSG00000134215,107571160,107965144,1,-1,Q9UKW4
ENSG00000116649,11054584,11060024,1,-1,P19623
ENSG00000162595,68045962,68051631,1,-1,O95661
ENSG00000169717,3021483,3022903,1,1,Q8TDY3
ENSG00000282608,111499429,111503760,1,-1,P0DMS8
ENSG00000197959,171841498,172418466,1,1,Q9UQ16
ENSG00000116704,66999332,67054099,1,-1,Q9NTN3
ENSG00000043514,39841022,39883511,1,-1,Q9H3H1
ENSG00000116273,6613685,6624033,1,1,Q86YI8
ENSG00000009724,11026523,11047233,1,-1,O00187
ENSG00000173662,6555181,6579757,1,1,Q7RTX1
ENSG00000006555,54779712,54801267,1,-1,Q5TAA0
ENSG00000143156,169132531,169367967,1,-1,Q9Y5B8
ENSG00000132680,155913043,155934400,1,-1,Q7Z7F0
ENSG00000196289,241957767,241959062,1,1,A8MW95
ENSG00000116171,52927229,53051703,1,1,P22307
ENSG00000162894,206904386,206923247,1,-1,O60667
ENSG00000159164,149903318,149917882,1,-1,Q7L0J3
ENSG00000116991,232397965,232561558,1,-1,Q9P2F8
ENSG00000184155,159535078,159536007,1,-1,Q8NHC4
ENSG00000121454,180230286,180278982,1,1,Q969G2
ENSG00000116157,52602372,52609051,1,1,Q96SL4
ENSG00000271383,149390623,149556361,1,1,A0A087WUL8
ENSG00000142920,33081104,33120530,1,1,Q96A70
ENSG00000060688,31259568,31296782,1,-1,Q96DI7
ENSG00000230124,180269653,180502954,1,-1,Q9BR61
ENSG00000143595,154321090,154325325,1,1,Q96PS8
ENSG00000143633,231223763,231241187,1,-1,Q8NDD1
ENSG00000036549,77562416,77683419,1,-1,Q8IYH5
ENSG00000116337,109616104,109632051,1,1,Q01433
ENSG00000121905,32885994,32898441,1,1,P84074
ENSG00000117133,84479259,84497790,1,1,Q9H9Y2
ENSG00000117411,43978943,43991170,1,1,O60909
ENSG00000196171,158699678,158700652,1,-1,Q8NGY2
ENSG00000197241,9003300,9026345,1,-1,Q6PXP3
ENSG00000142892,77088990,77219430,1,-1,Q92643
ENSG00000163554,158610706,158686698,1,-1,P02549
ENSG00000163393,115976498,116070054,1,1,Q8IZD6
ENSG00000160075,1541673,1574869,1,-1,Q9NP77
ENSG00000118729,115700007,115768781,1,-1,O14958
ENSG00000155367,112709994,112715477,1,-1,Q5JR12
ENSG00000074800,8861002,8879249,1,-1,P06733
ENSG00000155366,112701106,112707434,1,-1,P08134
ENSG00000173726,235109336,235128936,1,-1,Q15388
ENSG00000203667,244835322,244845057,1,1,Q5RI15
ENSG00000171680,6466092,6520061,1,-1,O94827
ENSG00000143674,233327768,233385148,1,1,Q5TCX8
ENSG00000162572,1280436,1292029,1,1,P51172
ENSG00000187147,44405194,44651724,1,1,Q5VTB9
ENSG00000162444,9997206,10016020,1,1,Q96R05
ENSG00000162896,206928518,206946466,1,-1,P01833
ENSG00000185155,226223618,226227054,1,1,Q9H2W2
ENSG00000203943,84298366,84389957,1,1,Q5VXD3
ENSG00000162571,1173884,1197935,1,1,Q6ZVT0
ENSG00000069275,205712819,205750276,1,-1,Q9H1E3
ENSG00000152332,162497251,162529629,1,1,Q8TAS1
ENSG00000132781,45329163,45340470,1,-1,Q9UIF7
ENSG00000134375,201955491,201970661,1,1,Q99595
ENSG00000143344,183636085,183928531,1,1,Q9NZL6
ENSG00000162704,183620846,183635757,1,-1,O15511
ENSG00000187701,248649838,248655528,1,-1,Q8NH04
ENSG00000178104,148808181,149048286,1,1,Q5VU43
ENSG00000198601,248174821,248181067,1,1,Q96R28
ENSG00000188672,25362249,25430192,1,-1,P18577
ENSG00000162722,247857199,247878205,1,1,Q8NG06
ENSG00000126107,45002540,45011329,1,-1,Q5T447
ENSG00000143545,153981617,153986358,1,-1,P51153
ENSG00000143643,230906243,230978875,1,-1,Q8NBP0
ENSG00000081870,53916574,53945929,1,-1,Q9Y547
ENSG00000025800,32108038,32176568,1,1,O60684
ENSG00000134717,52056125,52090716,1,1,Q96K17
ENSG00000117143,162561506,162599842,1,1,Q16222
ENSG00000198965,158472220,158480936,1,1,Q8NGX6
ENSG00000136643,213051233,213274773,1,1,Q96S38
ENSG00000197530,1615415,1630610,1,1,Q96AX9
ENSG00000170075,202122858,202133592,1,1,O60883
ENSG00000143337,179882042,179925000,1,1,Q5JTV8
ENSG00000116761,70411218,70439851,1,1,P32929
ENSG00000273274,32465069,32496686,1,1,Q8NAP8
ENSG00000160062,32539427,32605939,1,1,Q96BR9
ENSG00000116406,184690231,184754913,1,-1,Q9BZQ6
ENSG00000149527,2425980,2505530,1,1,O75038
ENSG00000185220,248906196,248919946,1,1,Q6P3X8
ENSG00000134668,31790422,31816051,1,-1,Q6ZMY3
ENSG00000116221,54184041,54225464,1,1,Q9BZE1
ENSG00000162419,28668732,28719353,1,1,Q9Y692
ENSG00000159409,151702404,151716814,1,-1,Q5SZQ8
ENSG00000284413,92080305,92150882,1,1,Q5XKL5
ENSG00000264522,149937812,150010676,1,-1,Q6GQQ9
ENSG00000014914,149928651,149936869,1,-1,A4FU01
ENSG00000134262,113894748,113905201,1,-1,Q9Y6B7
ENSG00000182795,207018521,207032756,1,-1,Q9BW04
ENSG00000067533,218285287,218337983,1,1,Q9Y3B9
ENSG00000121903,33472645,33496507,1,1,P17040
ENSG00000126698,28199456,28233025,1,-1,O75937
ENSG00000143442,151402724,151459465,1,-1,Q7Z3K3
ENSG00000143303,156728442,156736960,1,1,Q96FB5
ENSG00000143514,223779899,223845972,1,-1,Q13625
ENSG00000160716,154567781,154580026,1,1,P17787
ENSG00000184163,1242446,1246722,1,-1,Q5T7M4
ENSG00000203697,223538007,223665734,1,-1,A6NHC0
ENSG00000197520,222737207,222750805,1,1,A6PVY3
ENSG00000084628,31179745,31239554,1,-1,Q4KMZ8
ENSG00000233954,15807169,15809348,1,-1,A0A096LP55
ENSG00000155380,112911847,112957013,1,-1,P53985
ENSG00000117152,163068775,163076802,1,1,P49798
ENSG00000169213,51907956,51990764,1,-1,P20337
ENSG00000117069,76867441,77065711,1,1,Q9BVH7
ENSG00000205090,1535174,1540453,1,-1,Q5SV17
ENSG00000121775,32072031,32102866,1,1,Q9GZU3
ENSG00000134259,115285918,115338236,1,-1,P01138
ENSG00000077549,19338776,19485539,1,-1,P47756
ENSG00000162433,65147549,65232145,1,1,P27144
ENSG00000153936,86914648,87109998,1,1,Q7LGA3
ENSG00000117054,75724347,75787575,1,1,P11310
ENSG00000116574,228735077,228746669,1,1,Q7L0Q8
ENSG00000116299,109113679,109206781,1,1,Q6UXG2
ENSG00000116266,108746674,108809526,1,1,O00186
ENSG00000179412,13164586,13165467,1,-1,P0DMR1
ENSG00000117543,100989623,101026088,1,-1,Q9H2P9
ENSG00000134697,37566816,37595935,1,-1,Q13823
ENSG00000158869,161215234,161220699,1,1,P30273
ENSG00000153904,85318481,85578363,1,-1,O94760
ENSG00000163874,37474552,37484379,1,1,Q5D1E8
ENSG00000131788,145848522,145859836,1,-1,Q9Y6X2
ENSG00000162695,100896076,100981753,1,1,Q8NEW0
ENSG00000066557,70144805,70205620,1,-1,Q9H9A6
ENSG00000160753,155320896,155331114,1,1,Q9BVN2
ENSG00000143553,153658654,153661830,1,1,O95295
ENSG00000177000,11785723,11806920,1,-1,P42898
ENSG00000186973,43145153,43156396,1,1,A6NL82
ENSG00000163348,154957026,154963853,1,-1,Q9BRQ0
ENSG00000116161,174999163,175011715,1,1,Q9HB71
ENSG00000197852,111680630,111755824,1,-1,Q9NTI7
ENSG00000198691,93992835,94121132,1,-1,P78363
ENSG00000121933,111483348,111563962,1,-1,P0DMS9
ENSG00000085831,51287258,51345116,1,-1,Q5SRH9
ENSG00000116473,111542218,111716691,1,1,P62834
ENSG00000174502,205913048,205943460,1,-1,Q7LBE3
ENSG00000174151,109494052,109502932,1,1,Q8N8Q1
ENSG00000169914,19882513,19912945,1,1,Q5T2D3
ENSG00000158748,19665287,19679562,1,1,P50406
ENSG00000133065,205789093,205813748,1,-1,Q8IVJ1
ENSG00000173212,116111755,116135240,1,1,Q8N8X9
ENSG00000069248,229440260,229508341,1,-1,Q8WUM0
ENSG00000131591,1081818,1116361,1,-1,Q96HA4
ENSG00000211454,19265982,19274194,1,-1,Q8NHP1
ENSG00000168118,229271062,229305894,1,1,P20338
